,trial_id,discovery_date,title,summary,link,published_date,source,relevant,Sources__source_id,Sources__name,Sources__link
11,546313,2023-07-19 15:40:47.184108,High Intensity Functional Training for Individuals With Neurologic Diagnoses and Their Care Partners,<b>Conditions</b>:    Neurologic Disorder;   Parkinson Disease;   Spinal Cord Injuries;   Spina Bifida;   Stroke;   Poliomyelitis;   Multiple Sclerosis;   Brain Injuries<br /><b>Intervention</b>:    Behavioral: HIFT<br /><b>Sponsor</b>:    Arkansas Colleges of Health Education<br /><b>Not yet recruiting</b>,https://clinicaltrials.gov/ct2/show/NCT05951985,2023-11-07 00:00:00.000000,17,,17,WHO XML import,https://trialsearch.who.int/
12,546087,2023-07-18 12:20:45.561122,Study to Evaluate the Usability and Value of Integrated Digital Solutions in Medical Care of Participants With Multiple Sclerosis,<b>Condition</b>:    Relapsing Remitting Multiple Sclerosis<br /><b>Intervention</b>:    Device: MS Care Platform (icobrain ms and icompanion ms)<br /><b>Sponsors</b>:    Hoffmann-La Roche;   icometrix<br /><b>Not yet recruiting</b>,https://clinicaltrials.gov/ct2/show/NCT05949580,2023-10-07 00:00:00.000000,17,,17,WHO XML import,https://trialsearch.who.int/
13,546086,2023-07-18 12:20:45.548403,Assessment of Immune Response in Multiple Sclerosis Patients With COVID-19/Vaccination Treated With Ofatumumab and Other Disease Modifying Therapies,<b>Condition</b>:    Multiple Sclerosis<br /><b>Intervention</b>:    <br /><b>Sponsor</b>:    Novartis Pharmaceuticals<br /><b>Completed</b>,https://clinicaltrials.gov/ct2/show/NCT05950308,2023-07-14 00:00:00.000000,17,,17,WHO XML import,https://trialsearch.who.int/
14,545225,2023-07-14 17:31:37.441651,Exploring Accessible Beauty for Individuals With Upper Extremity Deficits,"<b>Conditions</b>:    Stroke, Ischemic;   Stroke Hemorrhagic;   Stroke (CVA) or TIA;   Stroke, Acute;   Traumatic Brain Injury;   SCI - Spinal Cord Injury;   Ehlers-Danlos Syndromes (EDS);   Lupus Erythematosus;   Guillain-Barre Syndrome;   Multiple Sclerosis;   Myasthenia Gravis;   Amyotrophic Lateral Sclerosis;   Graves Disease;   Muscular Dystrophies<br /><b>Intervention</b>:    Other: Use of Rare Beauty makeup products<br /><b>Sponsor</b>:    Casa Colina Hospital and Centers for Healthcare<br /><b>Not yet recruiting</b>",https://clinicaltrials.gov/ct2/show/NCT05945784,2023-06-27 00:00:00.000000,17,,17,WHO XML import,https://trialsearch.who.int/
15,545015,2023-07-13 17:01:22.346107,Outcomes of Group Dance and Movement Training in Ambulatory MS Patients,<b>Condition</b>:    Multiple Sclerosis<br /><b>Intervention</b>:    Other: Group Dance and Movement Training<br /><b>Sponsor</b>:    GroundWorks DanceTheater<br /><b>Recruiting</b>,https://clinicaltrials.gov/ct2/show/NCT05943145,2023-09-05 00:00:00.000000,17,,17,WHO XML import,https://trialsearch.who.int/
16,544816,2023-07-12 12:40:47.606805,Multimodal Exploration of Patients With Multiple Sclerosis for an Early Detection of Subtle Progression,<b>Condition</b>:    Multiple Sclerosis<br /><b>Interventions</b>:    Device: Visual Evoked Potential (VEP);   Device: Somatosensory evoked potential (SSEP);   Device: Transcranial magnetic motor evoked potentials (TCmMEP);   Device: Tesla Brain MRI;   Diagnostic Test: Blood test - Neurofilament light chain (NfL);   Diagnostic Test: Blood test - EBV serology<br /><b>Sponsor</b>:    Brugmann University Hospital<br /><b>Recruiting</b>,https://clinicaltrials.gov/ct2/show/NCT05941975,2023-05-15 00:00:00.000000,17,,17,WHO XML import,https://trialsearch.who.int/
17,544620,2023-07-11 14:01:23.197335,Study Protocol of Online DBT-Mindfulness Intervention in Multiple Sclerosis,<b>Condition</b>:    Multiple Sclerosis<br /><b>Interventions</b>:    Behavioral: Online DBT-Mindfulness Intervention;   Behavioral: Online psychoeducational intervention<br /><b>Sponsor</b>:    University of Vic - Central University of Catalonia<br /><b>Recruiting</b>,http://classic.clinicaltrials.gov/ct2/show/NCT05938842?cond=Multiple+Sclerosis&sfpd_d=14&sel_rss=new14,2023-07-11 16:00:00.000000,12,,12,Clinical Trials.gov,https://clinicaltrials.gov/ct2/results/rss.xml?rcv_d=14&lup_d=&sel_rss=new14&cond=Multiple+Sclerosis&count=10000
18,544604,2023-07-11 12:10:46.915800,"A multinational, multicenter, randomized, Phase III, double blind, parallel group, placebo controlled study in subjects with Relapsing forms of Multiple Sclerosis (RMS) to assess the efficacy, safe...","<p>EudraCT Number: 2018-000284-93<br />Sponsor Protocol Number: Mapi_GADepotPhaseIII-001<br />Sponsor Name: Mapi Pharma Ltd.<br />Start Date: 2019-12-10<br />Medical condition: Relapsing forms of Multiple Sclerosis (RMS)<br />Disease: <br />Version: 20.1<br />SOC Term: 10029205 - Nervous system disorders<br />Classification Code: 10028245<br />Term: Multiple sclerosis<br />Level: PT<br /><br />Population Age: Adults<br />Gender: Male, Female<br />Trial Protocol: <a href=""https://www.clinicaltrialsregister.eu/ctr-search/trial/2018-000284-93/EE"">EE</a> (Completed), <a href=""https://www.clinicaltrialsregister.eu/ctr-search/trial/2018-000284-93/BG"">BG</a> (Completed)</p>",https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number%3A2018-000284-93,,15,,15,European Clinical Trials Register,https://www.clinicaltrialsregister.eu/ctr-search/rest/feed/bydates?query=multiple+AND+sclerosis
19,544386,2023-07-10 12:20:42.339666,Osmotin Plant Protein for Progressive Multiple Sclerosis,<b>Condition</b>:    Progressive Multiple Sclerosis<br /><b>Intervention</b>:    Dietary Supplement: Osmotin<br /><b>Sponsors</b>:    Ospedale Policlinico San Martino;   Italian Multiple Sclerosis Foundation;   S. Andrea Hospital<br /><b>Recruiting</b>,http://classic.clinicaltrials.gov/ct2/show/NCT05937802?cond=Multiple+Sclerosis&sfpd_d=14&sel_rss=new14,2023-07-10 16:00:00.000000,12,,12,Clinical Trials.gov,https://clinicaltrials.gov/ct2/results/rss.xml?rcv_d=14&lup_d=&sel_rss=new14&cond=Multiple+Sclerosis&count=10000
20,544385,2023-07-10 12:20:42.326178,Plantar Sensitivity Training and Aerobic Exercise Training in Patients With Multiple Sclerosis (PlaSTAcET Study),<b>Condition</b>:    Multiple Sclerosis<br /><b>Interventions</b>:    Other: plantar sensitivity training;   Other: aerobic exercise training<br /><b>Sponsors</b>:    Istanbul Arel University;   Istanbul University - Cerrahpasa (IUC)<br /><b>Not yet recruiting</b>,https://clinicaltrials.gov/ct2/show/NCT05937971,2023-05-20 00:00:00.000000,17,,17,WHO XML import,https://trialsearch.who.int/
21,543876,2023-07-07 12:51:17.679124,"Mad Dog Cooking Class Series: Effects on Dietary Self-efficacy, Eating Behaviors and Health Outcomes","<b>Conditions</b>:    Spinal Cord Injuries;   Multiple Sclerosis;   Diet, Healthy;   Inflammation;   Depression;   Adherence, Treatment<br /><b>Intervention</b>:    Other: Mad Dog cooking class series<br /><b>Sponsor</b>:    Brock University<br /><b>Not yet recruiting</b>",https://clinicaltrials.gov/ct2/show/NCT05934968,2023-06-29 00:00:00.000000,17,,17,WHO XML import,https://trialsearch.who.int/
22,543680,2023-07-06 15:00:58.688644,Exploring the Gut-Brain Axis in Ageing and Neurodegeneration,"<b>Conditions</b>:    Healthy;   Prodromal Alzheimer's Disease;   Parkinson Disease;   Multiple Sclerosis<br /><b>Interventions</b>:    Diagnostic Test: Magnetic Resonance Imaging;   Behavioral: Neuropsychological protocol;   Behavioral: Eating habits;   Diagnostic Test: Microbiome analyses;   Diagnostic Test: Inflammatory markers;   Diagnostic Test: Alzheimer's Disease biomarkers<br /><b>Sponsors</b>:    IRCCS San Camillo, Venezia, Italy;   IRCCS Centro San Giovanni di Dio Fatebenefratelli;   Università Ca' Foscari Venezia<br /><b>Recruiting</b>",https://clinicaltrials.gov/ct2/show/NCT05934188,2023-09-06 00:00:00.000000,17,,17,WHO XML import,https://trialsearch.who.int/
23,543476,2023-07-05 13:10:52.169566,"Exercise Training, Cognition, and Mobility in Older Adults With Multiple Sclerosis",<b>Conditions</b>:    Older Adults;   Multiple Sclerosis;   Cognitive Impairment;   Walking Impairment<br /><b>Interventions</b>:    Behavioral: Aerobic and Resistance Exercise Program (GEMS program);   Behavioral: Flexibility and Stretching Program (FLEX-MS program)<br /><b>Sponsor</b>:    University of Illinois at Chicago<br /><b>Recruiting</b>,https://clinicaltrials.gov/ct2/show/NCT05930821,2023-07-06 00:00:00.000000,17,,17,WHO XML import,https://trialsearch.who.int/
24,543475,2023-07-05 13:10:52.122824,A Feasibility Pilot Study on Lee Silverman Voice Treatment-Loud: a Telerehabilitation Approach,<b>Condition</b>:    Multiple Sclerosis<br /><b>Interventions</b>:    Other: LSVT-Loud delivered by telerehabilitation;   Other: LSVT-Loud in the clinic<br /><b>Sponsors</b>:    Fondazione Don Carlo Gnocchi Onlus;   Fondazione Italiana Sclerosi Multipla<br /><b>Recruiting</b>,https://clinicaltrials.gov/ct2/show/NCT05930379,2023-06-26 00:00:00.000000,17,,17,WHO XML import,https://trialsearch.who.int/
25,542984,2023-07-03 15:10:48.181188,Aromatherapy With Lavender Essential Oil in Patients With Multiple Sclerosis,"<b>Conditions</b>:    Aromatherapy;   Randomized Controlled Trial;   Multiple Sclerosis<br /><b>Intervention</b>:    Behavioral: lavender oil<br /><b>Sponsor</b>:    Ataturk University<br /><b>Active, not recruiting</b>",https://clinicaltrials.gov/show/NCT05929638,2023-05-23 00:00:00.000000,17,,17,WHO XML import,https://trialsearch.who.int/
26,542983,2023-07-03 15:10:48.168926,Observational Trial Evaluating Elevated Factor VIII Related Labs as a Biomarker for Incomplete Relapse Recovery,"<b>Condition</b>:    Multiple Sclerosis, Relapsing-Remitting<br /><b>Intervention</b>:    Diagnostic Test: blood tests drawn days 1, 8, 22 and 90 of the study<br /><b>Sponsors</b>:    Dignity Health Medical Foundation;   Dolly Roy MD PhD (author);   J. Michael Menke (statistician);   Sabeen Lulu MD (Principal Investigator)<br /><b>Not yet recruiting</b>",https://clinicaltrials.gov/ct2/show/NCT05926167,2023-06-22 00:00:00.000000,17,,17,WHO XML import,https://trialsearch.who.int/
27,542189,2023-06-30 08:11:20.894554,"A Randomized, Double-Blind, Placebo-Controlled Phase 2 Study of Orelabrutinib in Patients with Relapsing-Remitting Multiple Sclerosis to Evaluate Efficacy, Safety, Tolerability, Pharmacokinetics, a...","<p>EudraCT Number: 2020-005117-41<br />Sponsor Protocol Number: ICP-CL-00112<br />Sponsor Name: InnoCare Pharma, Inc.<br />Start Date: 2021-06-30<br />Medical condition: Relapsing-Remitting Multiple Sclerosis<br />Disease: <br />Version: 21.1<br />SOC Term: 10029205 - Nervous system disorders<br />Classification Code: 10063399<br />Term: Relapsing-remitting multiple sclerosis<br />Level: PT<br /><br />Population Age: Adults<br />Gender: Male, Female<br />Trial Protocol: <a href=""https://www.clinicaltrialsregister.eu/ctr-search/trial/2020-005117-41/PL"">PL</a> (Restarted)</p>",https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number%3A2020-005117-41,,15,,15,European Clinical Trials Register,https://www.clinicaltrialsregister.eu/ctr-search/rest/feed/bydates?query=multiple+AND+sclerosis
28,542038,2023-06-29 13:40:44.533303,A Study Utilising Data From European Union (EU) National Multiple Sclerosis (MS) Registries to Assess the Incidence of Anti-Natalizumab Antibody Among Participants Who Receive Subcutaneous Administration of Natalizumab for Treatment of Relapsing-remitting Multiple Sclerosis (RRMS),<b>Condition</b>:    Multiple Sclerosis<br /><b>Intervention</b>:    Drug: Natalizumab<br /><b>Sponsor</b>:    Biogen<br /><b>Not yet recruiting</b>,https://clinicaltrials.gov/ct2/show/NCT05925049,2023-06-21 00:00:00.000000,17,,17,WHO XML import,https://trialsearch.who.int/
29,541497,2023-06-27 13:21:11.382794,Effects of a Combined Supplementation of Conjugated Linoleic Acid (CLA) and Probiotics (Vivomixx®) as add-on to a First-line Immunotherapy in Relapsing-remitting Multiple Sclerosis,"<b>Condition</b>:    Multiple Sclerosis, Relapsing-Remitting<br /><b>Interventions</b>:    Dietary Supplement: Vivomixx®;   Dietary Supplement: Conjugated linoleic acid (CLA/Tonalin® FFA 80);   Other: Maltose placebo;   Other: Sunflower oil placebo<br /><b>Sponsor</b>:    Westfälische Wilhelms-Universität Münster<br /><b>Not yet recruiting</b>",http://classic.clinicaltrials.gov/ct2/show/NCT05920018?cond=Multiple+Sclerosis&sfpd_d=14&sel_rss=new14,2023-06-27 16:00:00.000000,12,,12,Clinical Trials.gov,https://clinicaltrials.gov/ct2/results/rss.xml?rcv_d=14&lup_d=&sel_rss=new14&cond=Multiple+Sclerosis&count=10000
30,540021,2023-06-22 14:20:45.157511,Smart Wearable Device (gaitQ): Walk Better Project,<b>Conditions</b>:    Parkinson Disease;   Stroke;   Multiple Sclerosis;   Osteoporosis;   Arthritis<br /><b>Intervention</b>:    <br /><b>Sponsors</b>:    University of Exeter;   GaitQ company<br /><b>Not yet recruiting</b>,https://clinicaltrials.gov/ct2/show/NCT05913219,2023-12-06 00:00:00.000000,17,,17,WHO XML import,https://trialsearch.who.int/
31,540020,2023-06-22 14:20:45.125215,"EXOPULSE Mollii Suit, Spasticity, Muscular Oxygenation & Multiple Sclerosis (ENNOX 2)","<b>Conditions</b>:    Sclerosis, Multiple;   MS (Multiple Sclerosis);   Spastic;   Spasticity, Muscle;   Oxygen Consumption<br /><b>Intervention</b>:    Device: EXOPULSE Mollii Suit Stimulation<br /><b>Sponsor</b>:    Sheikh Shakhbout Medical City<br /><b>Recruiting</b>",https://clinicaltrials.gov/ct2/show/NCT05912595,2023-12-06 00:00:00.000000,17,,17,WHO XML import,https://trialsearch.who.int/
32,539959,2023-06-22 09:00:48.000000,"A Phase 2B, Multicenter, 30-week, Prospective, Cross-over, Double-blind, Randomized, Placebo-controlled Study Followed by a 52-Week Open-label Extension Study to Evaluate the Efficacy and Safety of...","<p>EudraCT Number: 2021-000838-34<br />Sponsor Protocol Number: NOE-TSC-201<br />Sponsor Name: Noema Pharma<br />Start Date: 2023-05-30<br />Medical condition: Tuberous Sclerosis Complex<br />Disease: <br />Version: 21.0<br />SOC Term: 10010331 - Congenital, familial and genetic disorders<br />Classification Code: 10080584<br />Term: Tuberous sclerosis complex<br />Level: PT<br /><br />Population Age: Children, Adolescents, Under 18, Adults<br />Gender: Male, Female<br />Trial Protocol: <a href=""https://www.clinicaltrialsregister.eu/ctr-search/trial/2021-000838-34/ES"">ES</a> (Ongoing), <a href=""https://www.clinicaltrialsregister.eu/ctr-search/trial/2021-000838-34/PL"">PL</a> (Ongoing)</p>",https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number%3A2021-000838-34,,15,,15,European Clinical Trials Register,https://www.clinicaltrialsregister.eu/ctr-search/rest/feed/bydates?query=multiple+AND+sclerosis
33,539308,2023-06-18 16:00:47.877104,"A Study to Compare Efficacy, Pharmacokinetics, Pharmacodynamics and Safety of CT-P53 and Ocrevus in Patients With Relapsing-remitting Multiple Sclerosis",<b>Condition</b>:    Relapsing-remitting Multiple Sclerosis<br /><b>Interventions</b>:    Biological: CT-P53;   Biological: US-Ocrevus;   Biological: EU-Ocrevus<br /><b>Sponsor</b>:    Celltrion<br /><b>Not yet recruiting</b>,https://clinicaltrials.gov/show/NCT05906992,2023-09-05 00:00:00.000000,17,,17,WHO XML import,https://trialsearch.who.int/
34,538987,2023-06-15 16:30:41.328073,Effects of Oral Cladribine on Remyelination and Inflammation in Multiple Sclerosis Patients,"<b>Condition</b>:    Multiple Sclerosis, Relapsing-Remitting<br /><b>Intervention</b>:    Drug: Cladribine 10 mg oral tablet<br /><b>Sponsors</b>:    Pontificia Universidade Católica do Rio Grande do Sul;   Merck S.A., Brazil, an affiliate of Merck KGaA, Darmstadt, Germany<br /><b>Active, not recruiting</b>",https://clinicaltrials.gov/show/NCT05902429,2023-05-06 00:00:00.000000,17,,17,WHO XML import,https://trialsearch.who.int/
35,538850,2023-06-13 15:40:48.333694,The Exopulse Mollii Suit Study - a Database for Routine Follow-up of Clinical Outcomes,<b>Conditions</b>:    Cerebral Palsy;   Multiple Sclerosis;   Stroke;   Spinal Cord Injuries;   Neurologic Disorder<br /><b>Intervention</b>:    Device: Exopulse Mollii Suit<br /><b>Sponsor</b>:    Exoneural Network AB<br /><b>Not yet recruiting</b>,https://clinicaltrials.gov/ct2/show/NCT05901259,2023-05-29 00:00:00.000000,17,,17,WHO XML import,https://trialsearch.who.int/
36,538638,2023-06-09 14:30:47.316641,Efficiency of Different Exercise Approaches in Individuals Providing Primary Care to MS,<b>Condition</b>:    Back Pain<br /><b>Interventions</b>:    Other: Pilates Exercise;   Other: Mckenzie Exercise<br /><b>Sponsor</b>:    Istanbul Medipol University Hospital<br /><b>Not yet recruiting</b>,http://classic.clinicaltrials.gov/ct2/show/NCT05896995?cond=Multiple+Sclerosis&sfpd_d=14&sel_rss=new14,2023-06-09 16:00:00.000000,12,,12,Clinical Trials.gov,https://clinicaltrials.gov/ct2/results/rss.xml?rcv_d=14&lup_d=&sel_rss=new14&cond=Multiple+Sclerosis&count=10000
37,538637,2023-06-09 14:30:47.265514,Effectiveness of Powerball System in People With Multiple Sclerosis,"<b>Conditions</b>:    Neurologic Disorder;   Multiple Sclerosis<br /><b>Interventions</b>:    Device: NDS-Powerball®,;   Other: Conventional treatment<br /><b>Sponsor</b>:    Universidad Rey Juan Carlos<br /><b>Recruiting</b>",https://clinicaltrials.gov/ct2/show/NCT05895734,2023-05-25 00:00:00.000000,17,,17,WHO XML import,https://trialsearch.who.int/
38,538542,2023-06-08 11:10:42.583956,"A phase III, randomized, double-blind, placebo-controlled, multicenter clinical trial of Rebif New Formulation (44 mcg tiw and 44 mcg ow) in subjects at high risk of converting to Multiple Sclerosis","<p>EudraCT Number: 2006-002982-38<br />Sponsor Protocol Number: 27025<br />Sponsor Name: Merck Serono S.A.-Geneva, an affiliate of Merck KGaA Darmstadt, Germany<br />Start Date: 2006-11-29<br />Medical condition: Subjects at high risk of converting to Multiple Sclerosis<br />Disease: <br />Version: 9.0<br />SOC Term: <br />Classification Code: 10028245<br />Term: <br />Level: PT<br /><br />Population Age: Adults<br />Gender: Male, Female<br />Trial Protocol: <a href=""https://www.clinicaltrialsregister.eu/ctr-search/trial/2006-002982-38/BE"">BE</a> (Completed), <a href=""https://www.clinicaltrialsregister.eu/ctr-search/trial/2006-002982-38/CZ"">CZ</a> (Completed), <a href=""https://www.clinicaltrialsregister.eu/ctr-search/trial/2006-002982-38/AT"">AT</a> (Completed), <a href=""https://www.clinicaltrialsregister.eu/ctr-search/trial/2006-002982-38/LT"">LT</a> (Prematurely Ended), <a href=""https://www.clinicaltrialsregister.eu/ctr-search/trial/2006-002982-38/SK"">SK</a> (Completed), <a href=""https://www.clinicaltrialsregister.eu/ctr-search/trial/2006-002982-38/DE"">DE</a> (Completed), <a href=""https://www.clinicaltrialsregister.eu/ctr-search/trial/2006-002982-38/FI"">FI</a> (Completed), <a href=""https://www.clinicaltrialsregister.eu/ctr-search/trial/2006-002982-38/FR"">FR</a> (Completed), <a href=""https://www.clinicaltrialsregister.eu/ctr-search/trial/2006-002982-38/EE"">EE</a> (Completed), <a href=""https://www.clinicaltrialsregister.eu/ctr-search/trial/2006-002982-38/DK"">DK</a> (Completed), <a href=""https://www.clinicaltrialsregister.eu/ctr-search/trial/2006-002982-38/IT"">IT</a> (Completed), <a href=""https://www.clinicaltrialsregister.eu/ctr-search/trial/2006-002982-38/GR"">GR</a> (Completed), <a href=""https://www.clinicaltrialsregister.eu/ctr-search/trial/2006-002982-38/PT"">PT</a> (Completed), <a href=""https://www.clinicaltrialsregister.eu/ctr-search/trial/2006-002982-38/ES"">ES</a> (Completed)</p>",https://www.clinicaltrialsregister.eu/ctr-search/search?query=eudract_number%3A2006-002982-38,,15,,15,European Clinical Trials Register,https://www.clinicaltrialsregister.eu/ctr-search/rest/feed/bydates?query=multiple+AND+sclerosis
39,538435,2023-06-07 12:50:42.279113,Metformin Add-on Clinical Study in Multiple Sclerosis to Evaluate Brain Remyelination And Neurodegeneration,"<b>Conditions</b>:    Multiple Sclerosis;   Primary Progressive Multiple Sclerosis;   Secondary-progressive Multiple Sclerosis<br /><b>Interventions</b>:    Drug: Metformin Hydrochloride 850 mg Oral Tablet;   Drug: Placebo<br /><b>Sponsors</b>:    University Hospital, Antwerp;   University Hospital, Ghent;   Hasselt University;   AZ Sint-Jan AV;   Noorderhart Pelt;   National MS Center Melsbroek<br /><b>Not yet recruiting</b>",https://clinicaltrials.gov/show/NCT05893225,2022-02-28 00:00:00.000000,17,,17,WHO XML import,https://trialsearch.who.int/
40,538285,2023-06-06 12:50:42.940754,MS Fatigue and tDCS on Fatigue in Multiple Sclerosis,<b>Condition</b>:    Fatigue in Multiple Sclerosis<br /><b>Interventions</b>:    Procedure: Real left prefrontal tDCS - sham;   Procedure: Sham - Real left prefrontal tDCS<br /><b>Sponsor</b>:    Assistance Publique - Hôpitaux de Paris<br /><b>Recruiting</b>,https://clinicaltrials.gov/ct2/show/NCT05890885?cond=Multiple+Sclerosis&sfpd_d=14&sel_rss=new14,2023-06-06 16:00:00.000000,12,,12,Clinical Trials.gov,https://clinicaltrials.gov/ct2/results/rss.xml?rcv_d=14&lup_d=&sel_rss=new14&cond=Multiple+Sclerosis&count=10000
41,538128,2023-06-05 13:30:45.596685,Examining a Wheelchair Exercise-training Intervention for Persons With Multiple Sclerosis,"<b>Condition</b>:    Multiple Sclerosis<br /><b>Interventions</b>:    Behavioral: Seated Physical activity INtervention for persons with MS, ""SPIN"" program- Intervention Condition;   Behavioral: Wellness for MS (WellMS)- Control Condition<br /><b>Sponsors</b>:    University of North Texas, Denton, TX;   University of Illinois at Chicago;   Craig Hospital;   Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD)<br /><b>Not yet recruiting</b>",https://clinicaltrials.gov/ct2/show/NCT05888727,2023-05-05 00:00:00.000000,17,,17,WHO XML import,https://trialsearch.who.int/
